"skin","state","target","source","mirror","status","reason"
"assassin_default","walk","walk_down_right.png","walk_down_left.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"assassin_default","walk","walk_down_left.png","walk_down_right.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"assassin_default","idle","idle_down_right.png","idle_down_left.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"assassin_default","idle","idle_down_left.png","idle_down_right.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"witch_default","walk","walk_down_right.png","walk_down_left.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"witch_default","walk","walk_down_left.png","walk_down_right.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"witch_default","idle","idle_down_right.png","idle_down_left.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"witch_default","idle","idle_down_left.png","idle_down_right.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"priest_default","walk","walk_right.png","walk_left.png","True","candidate_generated","manual-confirmed-right-currently-left; mirror-left-to-right"
"priest_default","walk","walk_down_right.png","walk_down_left.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"priest_default","walk","walk_down_left.png","walk_down_right.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"priest_default","idle","idle_right.png","idle_left.png","True","candidate_generated","manual-confirmed-right-currently-left; mirror-left-to-right"
"priest_default","idle","idle_down_right.png","idle_down_left.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
"priest_default","idle","idle_down_left.png","idle_down_right.png","False","candidate_generated","manual-confirmed-down-left/down-right-swapped"
