"skin","state","target","source","mirror","status","reason"
"assassin_default","walk","walk_up.png","walk_up.png","False","kept","cardinal-up-kept"
"assassin_default","walk","walk_up_right.png","walk_up_left.png","True","candidate_generated","mirror-existing-back-left-to-back-right"
"assassin_default","walk","walk_right.png","walk_right.png","False","kept","cardinal-right-kept"
"assassin_default","walk","walk_down_right.png","walk_up_right.png","False","candidate_generated","current-up-right-visually-faces-down-right"
"assassin_default","walk","walk_down.png","walk_down.png","False","kept","cardinal-down-kept"
"assassin_default","walk","walk_down_left.png","walk_up_right.png","True","candidate_generated","mirror-current-down-right-facing-source-to-down-left"
"assassin_default","walk","walk_left.png","walk_left.png","False","kept","cardinal-left-kept"
"assassin_default","walk","walk_up_left.png","walk_up_left.png","False","kept","best-existing-back-left-source"
"assassin_default","idle","idle_up.png","idle_up.png","False","kept","cardinal-up-kept"
"assassin_default","idle","idle_up_right.png","idle_up_left.png","True","candidate_generated","mirror-existing-back-left-to-back-right"
"assassin_default","idle","idle_right.png","idle_right.png","False","kept","cardinal-right-kept"
"assassin_default","idle","idle_down_right.png","idle_up_right.png","False","candidate_generated","current-up-right-visually-faces-down-right"
"assassin_default","idle","idle_down.png","idle_down.png","False","kept","cardinal-down-kept"
"assassin_default","idle","idle_down_left.png","idle_up_right.png","True","candidate_generated","mirror-current-down-right-facing-source-to-down-left"
"assassin_default","idle","idle_left.png","idle_left.png","False","kept","cardinal-left-kept"
"assassin_default","idle","idle_up_left.png","idle_up_left.png","False","kept","best-existing-back-left-source"
"witch_default","walk","walk_up.png","walk_up.png","False","kept","cardinal-up-kept"
"witch_default","walk","walk_up_right.png","walk_up.png","False","needs_manual_review","no-clear-back-right-source-found; using-up-as-safe-non-opposite-preview"
"witch_default","walk","walk_right.png","walk_right.png","False","kept","cardinal-right-kept"
"witch_default","walk","walk_down_right.png","walk_up_right.png","False","candidate_generated","current-up-right-visually-faces-down-right"
"witch_default","walk","walk_down.png","walk_down_right.png","False","needs_manual_review","current-down-is-back-facing; using-best-front-facing-source-preview"
"witch_default","walk","walk_down_left.png","walk_up_right.png","True","candidate_generated","mirror-current-down-right-facing-source-to-down-left"
"witch_default","walk","walk_left.png","walk_left.png","False","kept","cardinal-left-kept"
